name,part,way,img,detail
스테이크카나페,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00444_1.png,"소등심(100g), 소금(0.3g), 후춧가루(0.03g), 로즈마리(0.5g)
애호박(20g), 양파(20g), 가지(20g), 파프리카(20g)
토마토(20g)
- 소스 : 발사믹소스(20g), 설탕(10g), 마늘(20g), 사과(20g)"
꽃밥,밥,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00445_1.png,"라이스페퍼(50g), 당근(20g), 달걀(30g), 시금치(20g)
소금(0.5g), 돼지고기(50g), 마늘(10g), 대파(10g), 맛술(10g)
저염간장(20g), 설탕(10g), 통깨(5g), 참기름(5g)
후춧가루(0.02g), 고구마(30g), 두부(20g), 토마토(20g)
양파(20g), 견과류(20g)"
버섯만두찜,반찬,찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00446_1.png,"밀가루(100g), 시금치가루(10g), 호박가루(10g)
백년초가루(10g), 물 (40g),식용유(3g), 소금(0.5g)
양파(20g), 양송이버섯(30g), 새송이버섯(20g)
표고버섯(30g), 두부(20g), 소금(0.5g), 새우(20g), 마늘(10g)
우유(200g), 생크림(20g)"
떡갈비주먹밥,밥,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00447_1.png,"다진소고기(70g), 다진돼지고기(50g), 찹쌀가루(10g), 밥(30g)
대파(10g), 후춧가루(0.02g), 맛술(10g), 저염간장(10g)
생크림(10g), 식용유(20g), 새송이버섯(20g), 시금치(20g)
당근(20g), 양파(20g), 마늘(10g), 떡볶이떡(10g)
저염간장(20g), 올리고당(20g)"
홍합죽,밥,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00448_1.png,"쌀(100g), 참기름(5g), 홍합(50g), 양파(20g), 당근(20g)
표고버섯(20g), 건새우(15g)
- 육수 : 건새우(15g), 다시마(10g)"
샐러드돈가스,반찬,튀기기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00449_1.png,"돼지등심(120g), 정종(10g), 소금(0.3g), 후춧가루(0.02g)
우유(30g), 밀가루(20g), 달걀(50g), 빵가루(20g)
튀김기름(400g)
- 소스 : 삶은 달걀(50g), 피클(20g), 마요네즈(20g)
- 곁들임채소 : 방울토마토(30g), 양상추(30g)
어린잎채소(10g), 파슬리가루(0.3g)"
조개크림파스타,일품,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00450_1.png,"스파게티(100g), 올리브오일(3g), 소금(0.3g), 양송이(20g)
새우(50g), 파슬리가루(0.3g), 버터(20g), 양파(20g), 마늘(20g)
밀가루(20g), 육수(100g), 우유(100g), 생크림(20g)
- 육수 : 조개(30g), 물(100g)"
닭날개튀김,반찬,튀기기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00451_1.png,"닭봉(120g), 오렌지(30g), 레몬(20g), 생강즙(10g)
카레가루(30g), 튀김기름(400g)
- 소스 : 양파(20g), 땅콩(20g), 마요네즈(20g)
파스리가루(0.3g), 요거트(30g)
- 곁들임채소 : 어린잎(10g)"
해산물리조또,밥,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00452_1.png,"보리쌀(50g), 당근(20g), 양파(20g), 마늘(10g), 대파(10g)
버터(10g), 오징어(50g), 새우(50g), 시금치(20g), 소금(0.2g)
생크림(20g), 우유(100g), 치즈(50g), 파슬리가루(0.3g)
- 육수(100g) : 조개(30g), 다시마(10g)"
떡완자조림,반찬,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00453_1.png,"다진 쇠고기(70g),다진 돼지고기(30g), 매실액(10g), 맛술(10g)
양파(20g), 당근(20g), 새송이버섯(20g), 마늘(20g), 대파(10g)
떡볶이떡(100g), 식용유(20g), 저염간장(20g), 올리고당(20g)
참기름(5g), 후춧가루(0.03g), 통깨(3g)"
닭고기채소스파게티,일품,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00454_1.png,"닭고기살(100g), 후춧가루(0.03g), 스파게티(60g), 올리브유(3g)
브로컬리(20g), 양송이(20g), 표고버섯(20g), 파프리카(20g)
당근(20g), 양파(20g), 다진마늘(10g), 토마토(20g)
토마토페스트(20g), 육수(50g), 토마토소스(20g), 케첩(20g)
생크림(20g)"
계만두,반찬,찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00245_1.png,"재료 배추(50g), 오이(50g), 표고버섯(30g), 피망(20g), 당근(80g)
녹말가루(20g), 닭가슴살(150g), 마늘(10g), 대파(5g), 삶은 메추리알(15g)
양념 참기름(5g), 간장(5g), 후춧가루(1g)
빠금장소스 빠금장(40g), 휘핑크림(40g), 우유(40g)
다진 청양고추(5g), 후춧가루(1g), 참깨(5g)"
삼계선,반찬,찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00246_1.png,"재료 닭가슴살(200g), 두부(40g), 수삼(10g), 파프리카(20g), 대추(30g)
블루베리소스 블루베리잼(20g), 화이트와인(20g), 설탕(30g)"
쇠고기표고찜,반찬,찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00247_1.png,"재료 표고버섯(15g), 밀가루(5g), 달걀(30g), 잣(2g)
대추(1g), 단호박(7g), 피클(10g)
소 다진 쇠고기(15g), 다진 대파(1g), 다진 마늘(1g)
다진 양파(5g), 다진 파프리카(6g), 으깬 두부(10g)
오렌지소스 오렌지주스(50g), 유자청(3g)"
떡갈비찜,반찬,찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00248_1.png,"재료 다진 돼지고기(50g), 다진 쇠고기(30g), 가지(10g)
가래떡(60g), 유자청(15g), 간장(5g), 연근(4g)
고기 밑간 다진 파(5g), 다진 마늘(5g), 다진 양파(10g)
소금(1g), 후춧가루(1g), 참기름(3g)"
해산물두부샌드,반찬,찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00249_1.png,"재료 두부(80g), 새우(20g), 관자(20g), 파프리카(20g), 새싹채소(20g)
완두콩드레싱 삶은 완두콩(30g), 두유(40g), 꿀(15g), 검은깨(5g)"
단호박제육볶음,반찬,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00250_1.png,"재료 돼지고기(불고기용, 100g), 단호박(50g), 죽순(15g)
양파(10g), 대파(10g), 마른 표고버섯(10g)
양념장 저염간장(5g), 고추장(10g), 고춧가루(5g)
된장육수 된장(5g), 물(150g)
양념 다진 마늘(3g), 부순 참깨(1g), 참기름(1g)"
버섯콩불고기,반찬,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00251_1.png,"재료 콩고기(150g), 양파(20g), 당근(5g), 양배추(30g), 깻잎(10g)
느타리버섯(15g), 표고버섯(15g), 새송이버섯(15g)
부추(10g), 미나리(10g), 청양고추(3g)
양념장 설탕(1g), 저염진간장(10g), 맛술(3g), 배(5g)
다진 양파(5g), 매실액(10g), 참기름(0.5g)
양념 들기름(5g), 다진 파(5g), 다진 마늘(2g), 다진 생강(2g)"
차돌박이볶음,반찬,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00252_1.png,"재료 차돌박이(100g), 파프리카(15g), 양파(10g), 부추(5g), 해초(50g)
소스1 발사믹식초(5g), 매실청(5g), 올리브유(5g)
소스2 마요네즈(10g), 연겨자(5g)
소스3 유자청(10g), 식초(5g)
고기 밑간 설탕(1.5g), 후춧가루(0.1g), 저염 간장(3g), 배(10g), 양파(5g)
해초 밑간 설탕(2g), 식초(5g)"
토마토오리볶음,반찬,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00253_1.png,"재료 오리고기(120g), 가지(25g), 양파(20g), 파프리카(20g), 새송이버섯(10g)
브로콜리(25g), 부추(7g), 방울토마토(15g)
고기 밑간 후춧가루(2g), 맛술(8g), 다진 마늘(3g)
토마토고추장소스 토마토(50g), 양파(10g), 풋고추(5g), 다진 마늘(2g)
고추장(10g), 물엿(4g)"
토마토두루치기,반찬,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00254_1.png,"재료 양배추(40g), 양파(15g), 표고버섯(10g), 양송이버섯(30g)
파프리카(10g), 피망(10g), 대파(5g), 마늘(2g), 토마토(30g)
비트(0.5g), 식용유(5g), 돼지고기(100g)
양념 소금(0.5g), 설탕(1g), 후춧가루(0.2g), 간장(1g)
생강(0.1g), 고추장(5g), 물엿(3g)"
검은콩피시볼조림,반찬,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00255_1.png,"피시볼반죽 검은콩(15g), 쪽파(5g), 동태포(30g), 감자전분(10g)
밀가루(7g), 청양고추(1g), 달걀흰자(7g)
소스 마늘(5g), 녹말가루(2g), 가다랑어장국(3g), 간장(3g)
물(100ml), 유자청(3g), 대파(3g)"
대하조림,반찬,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00256_1.png,"재료 대하(4마리), 화이트와인(15g), 시금치(50g), 유자청(40g)
매실액(10g), 아보카도(30g), 토마토(25g)
닭육수 닭다리(1개), 월계수잎(1g), 물(300g)"
묵은지가지말이,반찬,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00257_1.png,"재료 돼지고기(80g), 가지(30g), 김치(40g), 청피망(15g), 붉은피망(15g)
양파(40g), 생강(2g), 마늘(10g), 올리브유(5g), 레몬(50g)
레드와인(120g), 올리고당(15g)
고기 삶는 재료 양파(15g), 월계수잎(2g), 정향(1g), 후춧가루(2g)
마늘(3g), 생강(5g), 물(300g)"
함초타락죽,밥,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00355_1.png,"찹쌀 25g, 우유 200g, 함초 15g, 크렌베리 10g
다진양파 15g, 파마산치즈 15g"
황태두부무국,국&찌개,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00356_1.png,"황태 30g, 두부 50g, 함초 25g, 무 100g, 청고추 20g, 홍고추 15g
쪽파 10g, 흰후추 1g, 어간장 7g, 대파뿌리 7g"
삼합잡채,반찬,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00357_1.png,"주꾸미 50g, 바지락살 25g,, 소고기 20g, 닭가슴살 20g, 양파 25g
청고추 15g, 홍고추 15g, 당근 20g, 미나리 20g
양념장 : 맛간장 25g, 마늘기름 15g, 다진마늘 5g, 통깨 1g, 참기름 5g"
고등어카레탕수,반찬,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00358_1.png,"냉동고등어 300g, 전분가루 50g, 식용유 200g, 우유 200g, 카레가루 20g
감자 50g, 애호박 25g,, 방울토마토 25g, 양파 20g, 사과 25g, 꿀 15g"
효도강정,후식,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00359_1.png,"볶은현미 25g, 볶은율무 25g, 볶은수수 25g, 혼합견과 50g, 흑임자 10g
소스 : 올리고당 25g, 설탕 25g, 기름 10g"
비트양파김치,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00360_1.png,"양파 150g
절임물 : 물 200g, 볶은소금 2g, 식초 15g, 비트 2g
국물 : 절임물 100g, 생강청 30g, 식초 15g, 청양고추 7g"
관자브로콜리스프,일품,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00361_1.png,"관자 100g, 양파 25g, 브로콜리 40g, 시금치 10g, 생크림 25g, 우유 200g
버터 15g, 파마산가루 3g, 다진마늘 5g, 흰후추 1g, 마늘칩 2g"
곤약냉잡채,반찬,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00362_1.png,"실곤약 100g, 당근 20g, 오이 25g, 양파 25g, 팽이버섯 10g
청고추 14g, 홍고추 17g, 영양부추 15g, 계란 60g
참기름 15g, 통깨 5g, 흑설탕 5g, 레몬즙 15g
소스 : 맛간장 30g, 흑설탕 15g, 다진마늘 5g, 다진대파 5g, 흰후추 1g"
미역 닭가슴살전,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00363_1.png,"닭가슴살 100g, 미역 10g, 두부 50g, 청양고추 10g, 대파 10g, 당근 10g, 계란 60g
소스 : 저염간장 30g, 식초 15g, 레몬즙 10g, 고추냉이 5g, 통깨 1g"
두가지묵샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00364_1.png,"두가지 묵(올방개묵, 검정깨묵) 각 25g씩, 당귀잎 10g
양파 40g, 노란 파프리카 25g, 알배추 20g
소스 : 저염간장 15g, 유자청 30g, 다진청고추 7g, 다진홍고추 7g, 다진대파 7g"
블루베리양갱,후식,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00365_1.png,"흰앙금 100g, 블루베리 30g, 설탕 30g, 한천 20g, 물100g"
장어찜,반찬,찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00366_1.png,"장어 250g, 우유 100g, 후추 1g
곁들이 샐러드 : 우엉 25g, 인삼 20g, 미나리 20g, 팽이 15g, 양파 40g
샐러드소스 : 청고추 17g, 홍고추 15g, 맛간장 7g"
두부까나페,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00367_1.png,"단단한 두부 150g, 슬라이스햄 25g, 올리브오일 15g, 로즈마리 1g, 볶은소금 1g
샐러드 : 마요네즈 30g, 당근 20g, 양파 50g, 오이 25g
소스 : 맛간장 15g, 양파 15g, 다진마늘 5g, 후추 0.5g"
두부청국장죽,밥,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00368_1.png,"청국장가루 20g, 두부 60g, 밥 150g, 표고버섯 12g, 당근 20g, 애호박 25g
양념장 : 다진쇠고기 30g, 참기름 15g, 맛간장 10g, 버섯마늘소금 1g
흰후추 1g, 다진마늘 10g, 다진대파 7g, 흑임자 1g"
망고샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00369_1.png,"증편 200g, 망고 150g, 양상추 30g, 치커리 20g, 방울토마토 60g, 양파 60g
소스 : 올리브오일 30g, 유자청 15g, 식초 15g, 볶은소금 2g, 후추 1g, 다진 파프리카(노랑) 15g
다진 청피망 15g, 다진 홍피망 15g, 통깨 5g"
토마토젤리,후식,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00470_1.png,"토마토(120g), 판젤라틴(10g), 레몬(10g), 올리고당(20g)
블루베리(20g), 설탕(20g)"
샌드스테이크,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00471_1.png,"닭가슴살(120g), 소금(0.1g), 후춧가루(0.02g), 버터(10g)
느타리버섯(20g), 시금치(20g), 굴소스(5g), 올리브오일(10g)
- 카레소스 : 베이컨(20g), 양파(20g), 카레가루(20g), 대파(10g)
생크림(20g), 우유(50g)
- 곁들임 : 어린잎채소(10g)"
맥적구이,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00472_1.png,"돼지고기(120g), 생강(10g), 소금(0.2g), 후춧가루(0.02g)
저염간장(20g), 정종(10g), 설탕(20g), 대파(10g), 마늘(20g)
양파(20g), 참기름(5g), 통깨(3g), 새송이버섯(20g)
표고버섯(20g), 가지(20g), 홍피망(20g)
- 된장소스 : 된장(10g), 마요네즈(20g), 생크림(10g)
다진 땅콩(20g)"
채소어묵,반찬,튀기기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00473_1.png,"생선살(100g), 맛술(10g), 생강(10g), 소금(0.2g)
밀가루(20g), 양파(20g),당근(20g), 샐러리(10g), 마늘(10g)
옥수수(20g), 어린이치즈(20g), 튀김기름(400g)"
주꾸미보리죽,밥,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00474_1.png,"주꾸미(100g), 밀가루(10g), 보리(100g)
미나리(10g), 당근(20g), 양파(20g), 참기름(5g)
육수(400g), 저염치즈(20g), 우유(100g), 저염간장(5g)"
오렌지삼겹찜,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00475_1.png,"삼겹살(100g), 로즈마리(5g)
고구마(30g), 생크림(10g), 감자(20g), 튀김기름(200g)
브로컬리(30g), 올리브오일(10g)
- 소스 : 오렌지(50g), 설탕(10g), 정종(10g), 저염소금(5g)
와사비(5g)"
소고기볼게살타르,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00476_1.png,"다진 소고기(100g), 마늘(10g), 양파(20g), 파프리카(20g)
후춧가루(0.02g), 빵가루(10g), 소금(0.3g), 버터(10g)
식용유(5g)
- 소스 : 고구마(20g), 바나나(20g), 마요네즈(20g)
매실액(5g), 게맛살(30g)
- 곁들임채소 : 어린잎(10g), 브로컬리(20g), 미니새송이(20g)"
수삼떡갈비,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00477_1.png,"다진소고기(100g), 수삼(50g), 양파(20g), 대파(10g)
마늘(10g), 저염간장(10g), 후춧가루(0.05g), 정종(10g)
찹쌀가루(10g), 새송이(50g), 대추(20g), 통깨(2g)
어린잎(10g)
- 소스 : 저염간장(10g), 올리고당(20g), 설탕(5g), 육수(100g)"
삼색딤섬,반찬,찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00478_1.png,"밀가루(200g), 백년초가루(20g), 뽕잎가루(20g)
치자가루(10g), 미나리(20g), 두부(30g), 오징어(30g)
다진 소고기(60g), 양파(20g), 부추(30g), 숙주(30g)
대파(10g), 마늘(10g), 참기름(10g), 후춧가루(0.05g)
통깨(5g)"
밥크로켓,밥,튀기기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00479_1.png,"양파(20g), 대파(10g), 당근(20g), 마늘(10g)
식용유(10g), 메추리알(100g), 밥(100g), 소금(0.5g)
밀가루(20g), 녹말가루(10g), 달걀(50g), 빵가루(20g)
튀김기름(400g)
- 소스 : 칠리소스(50g)"
가지토마토구이,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00480_1.png,"가지(80g), 올리브오일(10g), 소금(0.5g), 토마토(40g)
모짜렐라치즈(30g)
- 소스 : 토마토소스(20g), 토마토(40g)
- 곁들임 : 팽이버섯(20g), 후춧가루(0.02g)"
함박스테이크,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00481_1.png,"다진소고기(120g), 다진돼지고기(120g), 양파(20g)
마늘(10g), 소금(0.3g), 후춧가루(0.02g), 달걀(20g)
녹말가루(5g), 빵가루(10g), 깻잎(5g), 올리브오일(10g)
메추리알(50g)
- 소스 : 마른고추(5g), 대파, 마늘, 와인(20g), 저염간장(20g)
올리고당(20g), 설탕(10g) 토마토(20g)"
냉파스타,일품,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00482_1.png,"스파게티(100g), 올리브오일(10g), 소고기(50g)
저염간장(10g), 설탕(10g), 마늘(10g), 깻잎(10g)
양파(20g), 파프리카(20g), 육수(400g), 설탕(10g)
식초(10g), 저염간장(10g)"
과일겉절이,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00483_1.png,"사과(50g), 배(30g), 설탕(10g), 바나나(50g), 키위(30g)
파인애플(30g), 마(50g)
- 양념장 : 마늘(10g), 식용유(5g), 고춧가루(20g), 식초(10g)
저염간장(5g), 설탕(10g)"
버섯탕수,반찬,튀기기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00484_1.png,"새송이버섯(80g), 느타리버섯(50g), 표고버섯(50g)
소금(0.5g), 녹말가루(40g), 달걀(50g), 튀김기름(400g)
키위(20g)
- 소스 : 저염간장(20g), 설탕(20g), 식초(20g)
물녹말(녹말가루 10g, 물 10g), 오이(20g), 양파(20g)
당근(20g), 목이버섯(10g)"
아보카도 연어샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00604_1.png,"연어(훈제연어, 120g), 양파(1/2개), 아보카도(1/2개),
파프리카(1/2개), 오렌지(1/2개), 사워크림(20g), 어린잎(20g)"
오렌지마리네이드 돼지고기,일품,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00605_1.png,"돼지고기(150g), 시금치(30g), 양송이버섯(3개),
파프리카(1/4개), 마늘(10g), 오렌지(1/2개), 레몬(1/4개),
머스터드(20g), 꿀(10g), 생크림(20g), 우유(200g),
소금(0.2g), 후추(0.01g), 올리브오일(20g)"
인삼갈비탕,국&찌개,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00606_1.png,"소고기(갈비, 300g), 인삼(2뿌리), 당면(50g), 표고버섯(1개),
달걀(1개), 대추(3알), 양파(50g), 파(30g), 마늘(30g),
설탕(10g), 저염간장(20g)"
체리젤리를 곁들인 고구마무스,후식,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00607_1.png,"체리(50g), 고구마(150g), 화이트 초콜릿(50g), 판젤라틴(1장),
피스타치오(20g), 헤이즐넛(20g), 캐슈넛(20g), 호두(20g),
아몬드(20g), 라즈베리(20g), 건포도(20g), 애플민트(2g)"
카레닭 룰라이드,일품,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00608_1.png,"닭고기(120g), 카레가루(20g), 당근(20g), 양파(20g),
샐러리(1/2개), 아스파라거스(3개), 토마토(50g), 감자(50g),
생크림(30g), 소금(0.1g), 후춧가루(0.01g)"
세 가지곡물콩라미수,후식,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00609_1.png,"미숫가루(50g), 통조림콩(20g), 검은콩(20g), 바나나(1개),
흑임자(5g), 달걀(1개), 우유(200g), 애플민트(10g),
버터(20g), 설탕(10g)"
크림치즈 망고무스,후식,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00610_1.png,"망고퓨레(50g), 라즈베리(10g), 피스타치오(30g),
크림치즈(50g), 요거트(50g), 생크림(50g), 판젤라틴(1장),
레몬(1/4개), 애플민트(10g), 설탕(20g)"
토마토주스를곁들인컵토마토,반찬,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00611_1.png,"줄기토마토(3개), 토마토(100g), 오이(50g), 양파(30g),
올리브오일(10g), 설탕(30g)"
해산물 훈제연어롤,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00612_1.png,"연어(훈제연어, 120g), 주꾸미(100g), 소라(50g), 완두콩(20g),
샐러리(30g), 파프리카(1/2개), 오이(20g), 당근(20g),
양파(20g), 고추장(20g), 식초(20g), 설탕(20g), 소금(0.3g)"
인절미 무스와 수정과 아이스크림,후식,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00613_1.png,"홍시(1개), 콩가루(20g), 계피(10g), 생강(20g), 호두(10g),
곶감(2개), 자몽(1/6개), 판젤라틴(1장)"
감닭떡갈비,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00614_1.png,"재료 : 닭고기(120g), 감자(200g), 양파(50g), 달걀(1개),
마늘(10g), 찹쌀가루(50g), 매실청(5g), 소금(0.3g),
후춧가루(0.5g), 식용유(20g)"
겨자아욱쌈밥,밥,찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00615_1.png,"현미(200g), 두부(100g), 아욱(100g), 날치알(50g),
단호박(1/6개), 새싹(20g), 된장(20g), 생크림(20g),
매실청(20g), 참기름(5g)"
다마고도후,반찬,찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00616_1.png,"달걀(1개), 다시마(10g), 요리술(10g), 저염간장(5g),
날치알(20g), 말린 매생이(10g), 무순(2g)"
단호박생채,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00617_1.png,"단호박(1/2개), 부추(30g), 양파(30g), 까나리액젓(20g),
건새우(20g), 다시마(10g), 매실액(20g), 마늘(10g), 배(1/4개),
고춧가루(20g)"
닭가슴살 스테이크,일품,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00618_1.png,"닭고기(가슴살, 150g), 토마토(100g), 가지(1개), 치즈(1장),
오레가노(2g), 마늘(20g), 소금(0.2g), 후춧가루(0.01g),
올리브오일(20g)"
머스터드 드레싱을 이용한 레즈와즈 샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00076_1.png,"레즈와즈
메추리알 40g(4개), 양상추 70g(2장), 방울토마토 50g(5개), 올리브 3알, 식초약간, 소금약간
머스터드 드레싱
머스터드 20g(1½큰술), 화이트와인 40g(2⅔큰술), 후추 5g(1작은술)"
마늘드레싱을 곁들인 키위샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00077_1.png,"키위샐러드
키위 60g(1개), 방울토마토 100g(10개), 양상추 70g(2장), 아몬드 10g(6알), 땅콩 10g(10알), 무순 약간
마늘 드레싱
사과식초 30g(2큰술), 설탕 15g(1큰술), 물 50ml(1/4컵), 다진 마늘 5g(1작은술)"
구운 관자 샐러드와 깻잎오일,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00078_1.png,"관자구이
관자 50g(5개), 후추 2g(1/2작은술), 올리브유 10g(2작은술)
곁들임
돌나물 10g(4줄기), 식용 꽃 약간
석류거품
석류원액 10g(2작은술), 레시틴가루 3g, 물 100ml(1/2컵)
깻잎오일
깻잎 6g(3장), 올리브유 50g(1/4컵)"
어묵 아스파라거스 샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00079_1.png,"검은깨 된장 소스
된장 5g(1작은술), 마요네즈 5g(1작은술), 검은깨 3g(2/3작은술)
어묵아스파라거스 샐러드
어묵 2장, 아스파라거스 2개, 노랑 파프리카 15g(1/5개), 빨강 파프리카 15g(1/5개), 소금 약간"
마고구마 샐러드,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00080_1.png,"마고구마참치
캔 참치 150g(1캔), 호박고구마 100g(1개), 방울토마토 100g(10개), 마 50g(1/3개), 올리브유 30g(2큰술), 무순 15g
매실 드레싱
매실액 50g(3⅓큰술), 올리브유 10g(2작은술)"
유자청 가지 연근 샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00081_1.png,"가지연근 샐러드
가지 20g(1/4개), 연근 30g(5cm), 파프리카 40g(1/2개), 올리브유 10g(2작은술), 김 1/2장, 식초 약간
유자청 드레싱
유자청 30g(2큰술), 레몬즙 10g(2작은술), 올리브유 15g(1큰술), 물 100ml(1/2컵)"
건강그린 샐러드와 고소한 두유드레싱,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00082_1.png,"건강그린 샐러드
양상추 40g(1장), 치커리 10g(3줄기), 레드치커리 10g(3줄기), 방울토마토 40g(4개), 주황 파프리카 10g(5ⅹ3cm)
두유 드레싱
두유 40g(2⅔큰술), 마요네즈 15g(1큰술), 물엿 3g(2/3작은술), 식초 3g(2/3작은술), 물 15ml(1큰술), 설탕 약간"
배즙 오징어 샐러드,반찬,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00083_1.png,"오징어 샐러드
오징어 70g(1/2마리), 방울토마토 100g(10개), 양상추 40g(1장), 양파 40g(1/3개), 오이 20g(2cm), 블랙올리브(5개), 저염소금 약간
간장배즙 드레싱
배즙 25g(1⅔큰술), 저염간장 10g(2작은술), 올리브유 10g(2작은술), 마늘 5g(1쪽), 깨소금 2g(1/3작은술), 꿀 2g(1/3작은술), 참기름 약간"
레몬폰즈 소스와 부추 무채 두부 샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00084_1.png,"부추무채두부 샐러드
두부 90g(1/4모), 부추 10g(3줄기), 무 2g, 오이 2g, 검은깨 약간, 소금 약간, 참기름 약간
레몬폰즈 소스
사과 50g(1/3개), 양파 40g(1/3개), 미림 25g(1⅔큰술), 정종 25g(1⅔큰술), 식초 30g(2큰술), 물 15㎖(1큰술), 홍고추 10g(1개), 레몬즙 5g(1작은술), 꿀 7g(1/2큰술), 다시마 5cm, 간장 10g(2작은술), 가쓰오부시 3g"
