name,part,way,img,detail
미나리오므라이스,밥,볶기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102127_1416273687649.jpg,"쌀 60g, 달걀 50g, 미나리 30g, 쇠고기우둔살 다진 것 20g, 양파 20g, 청주 5g, 현미유 3g, 참기름 2g, 다진 마늘 3g, 소금 0.5g, 통깨 0.3g, 후춧가루 0.1g, 방울토마토 20g, 토마토케첩 9g, 양파 5g, 물엿 3g"
달래두부김치무침,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102129_1416273689039.jpg,"두부 40g, 달래 10g, 배추김치 20g, 홍피망 2g, 다진 파 2.5g , 다진 마늘 2.5g, 설탕 1g, 참기름 1g, 통깨 0.5g, 고춧가루 0.5g, 소금 0.2g"
딸기소스닭가슴살채소무침,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102130_1416273690444.jpg,"닭가슴살 50g, 방울토마토 20g, 양상추 15g, 브로콜리 10g, 적채 5g, 노랑 파프리카 3g, 빨강 파프리카 3g, 호상요구르트 50g, 딸기 40g, 호두 2g, 소금 0.5g"
쑥호두달걀말이,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101930_1416273570778.jpg,"달걀 50g, 쑥 3g, 당근 3g, 호두 2g, 현미유 1g, 소금 0.3g"
시래기리조또,밥,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101931_1416273571933.jpg,"무청시래기 불린 것 50g , 밥 180g, 된장 18g, 다진 마늘 2.5g, 생강즙 1.25g, 포도씨유, 12g, 생크림 30g, 버터 3g"
버섯콩가루덮밥,반찬,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101932_1416273572682.jpg,"쌀 60g, 느타리버섯 20g, 돼지고기등심 채썬 것 20g, 표고버섯 20g, 피망 15g, 당근 15g, 양파 15g, 굴소스 5g, 콩가루 5g, 건다시마 3g, 파 3g, 다진 마늘 2.5g, 전분 2g, 참기름 1g, 통깨 1g, 후춧가루 0.1g 참기름 1g, 물 200g"
생과일과가자미까나페,후식,찌기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101933_1416273573588.jpg,"식빵 40g, 딸기 30g, 참다래 30g, 가자미살 20g, 크래커 15g , 마요네즈 9g, 양파 10g"
꽃게살국,국&찌개,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101934_1416273574399.jpg,"꽃게 70g(꽃게살 30g), 양배추 20g, 토마토 20g, 된장 6g, 파 5g, 건다시마 3g, 다진 마늘 2.5g, 물 200g"
우엉들깨무침,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101936_1416273576382.jpg,"우엉 25g, 들깨가루 3g, 파 3g, 다진 마늘 2.5g, 들기름 2g, 소금 0.4g"
새우두부만두,반찬,찌기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101937_1416273577460.jpg,"칵테일 새우 50g, 두부 80g, 부추 10g, 표고버섯, 8g, 소금 1g, 후추 0.25g, 만두피 75g, 간장 1.5g, 식초 0.75g, 물 5g, 고춧가루 0.4g"
두릅비빔밥과 두부고추장양념,밥,기타,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101938_1416273578553.jpg,"쌀 70g, 달걀 50g, 두릅 30g, 콩나물 30g, 당근 30g, 표고버섯 25g, 김 2g, 간장 1g, 참기름 2.5g, 매실액 2.5g, 다진 마늘 2.5g 방울토마토 30g, 두부 20g, 고추장 12g, 양파 10g, 표고버섯 5g, 참기름 2.5g, 매실액 2.5g, 다진 마늘 2.5g, 통깨 1g,"
마마무스프,일품,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00455_1.png,"무(50g), 마(50g), 우유(50g), 생크림(20g), 시금치(30g)
대파(10g), 양파(20g), 육수(50g), 소금( 0.2g), 버터(10g"
단호박리조또,밥,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00456_1.png,"현미(100g), 단호박(100g), 양송이버섯(20g), 양파(20g)
버터(20g), 우유(30g), 설탕(10g), 단호박가루(20g)
생크림(20g), 요거트(10g)
- 곁들임 : 캐슈넛(20g), 아몬드(20g), 어린잎(10g)"
토마토떡볶이,반찬,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00457_1.png,"떡볶이떡(100g), 어묵(20g), 양파(20g), 당근(20g)
표고버섯(20g), 양배추(20g), 대파(20g), 육수(100g)
- 소스 : 고추장(20g), 케첩(20g), 올리고당(20g), 다진마늘(10g)
토마토(100g), 사과(20g), 버터(10g)"
소고기채소볶음,반찬,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00458_1.png,"소고기등심(150g), 소금(0.3g), 후춧가루(0.3g)
올리브오일(10g), 브로컬리(30g), 양파(20g), 당근(20g)
토마토(30g), 파프리카(30g), 식용유(10g)
- 소스 : 포도주스(50g), 올리고당(10g), 칠리소스(50g)"
양송이크림볶음밥,밥,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00459_1.png,"닭고기살(50g), 양송이(60g), 떡볶이떡(20g), 양파(20g)
당근(30g), 소금(0.2g), 버터(10g), 밥(100g), 육수(50g)
우유(50g), 생크림(10g), 치즈(10g)"
해물우동볶음,일품,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00460_1.png,"새우(20g), 오징어(20g), 조개살(20g), 양배추(20g)
파프리카(20g), 청경채(20g), 당근(20g), 양파(20g)
저염버터(10g), 우동(100g), 굴소스(20g), 칠리소스(30g)
가쯔오부시(5g)"
단호박닭꼬치,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00461_1.png,"닭다리살(120g), 우유(20g), 소금(0.3g), 후춧가루(0.05g)
떡볶이떡(30g), 단호박(50g), 양파(20g), 대파(20g), 꼬치(3개)
- 소스 : 고추장(20g), 다진마늘(20g), 다진양파(20g), 케첩(20g)
올리고당(20g)"
떡갈비콩나물밥,밥,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00462_1.png,"쌀(100g), 콩나물(100g),표고버섯(20g), 브로컬리(20g)
- 김치떡갈비 : 다진 소고기(50g), 배(10g), 맛술(10g)
설탕(10g), 저염간장(10g), 대파(10g)
마늘(10g), 참기름(5g), 통깨(2g), 김치(20g)
떡볶이떡(20g), 후춧가루(0.02g)"
크림치즈떡볶이,반찬,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00463_1.png,"떡볶이떡(100g), 펜네(20g), 양파(20g), 버터(10g)
밀가루(10g), 육수(100g), 생크림(20g), 우유(50g)
모짜렐라치즈(30g), 파슬리가루(0.3g)"
목살스테이크,일품,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00464_1.png,"돼지목살(120g), 생강(5g), 로즈마리(2g), 소금(0.3g)
후춧가루(0.1g), 칠리소스(20g), 케첩(20g), 포도주스(100g)
양파(20g), 마늘(10g), 버터(10g), 브로컬리(20g), 당근(20g)
적채(20g), 샐러리(20g)"
치킨완자스프,일품,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00465_1.png,"버터(20g), 밀가루(20g), 육수(100g), 생크림(20g)
브로컬리(30g), 우유(100g), 닭고기살(100g), 대추(20g)
표고버섯(20g), 당근(20g), 마늘(10g), 양파(20g)
소금(0.3g), 후춧가루(0.05g), 참기름(5g)"
돼지고기말이튀김,반찬,튀기기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00466_1.png,"돼지등심(100g), 소금(0.3g), 후춧가루(0.02g), 깻잎(10g)
당근(20g), 청피망(20g), 양파(20g), 치즈(30g), 밀가루(20g)
달걀(50g), 빵가루(20g), 튀김기름(400g)
- 튀김소스 : 마요네즈(20g), 두부(30g), 생크림(20g)
요구르트(20g), 설탕(10g), 머스터드(20g)
- 곁들임 : 어린잎(10g)"
단호박피자,일품,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00467_1.png,"다진 소고기(20g), 다진 마늘(10g), 소금(0.2g)
후춧가루(0.02g), 맛술(10g), 미니단호박(120g), 생크림(20g)
양송이(20g), 양파(20g), 당근(20g), 청피망(20g)
파프리카(20g), 베이컨(20g), 햄(20g), 올리브오일(10g)
모짜렐라치즈(20g), 파슬리가루(0.5g)"
L..A갈비구이,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00468_1.png,"L.A갈비(200g), 배(20g), 양파(20g)
- 양념 : 저염간장(20g), 월계수잎(5g), 통후추(5g)
올리고당(20g), 정종(10g), 설탕(10g), 매실액(10g)
대파 다진것(20g), 다진 마늘(20g), 참기름(3g)
통깨(5g)"
닭고기파스타,일품,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00469_1.png,"마늘(20g), 양파(20g), 양송이버섯(30g), 버터(10g)
스파게티(70g), 올리브오일(5g), 모짜렐라치즈(20g)
- 닭가슴살 : 닭살(100g), 소금(0.2g), 후춧가루(0.02g)
밀가루(20g)
- 소스 : 토마토(40g), 토마토소스(20g), 올리고당(10g)
굴소스(5g), 육수(100g), 우유(100g)"
동글동글도넛,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00619_1.png,"소고기(100g), 돼지고기(100g), 토마토(50g), 양파(30g),
찹쌀가루(50g), 달걀(1개), 순두부(20g), 유자청(20g),
소금(0.2g), 후춧가루(0.01g)"
된장크림소스 잡곡 오므라이스,밥,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00620_1.png,"찹쌀(50g), 보리(20g), 율무(20g), 은행(3알), 팥(20g),
대추(3알), 호박(1/4개), 홍피망(20g), 청피망(20g), 양파(30g),
표고버섯(1개), 부추(20g), 마늘(10g), 달걀(1개), 전분(10g),
된장(20g), 로즈마리(0.2g), 생크림(50g)"
두릅부추 소고기말이,반찬,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00621_1.png,"소고기(홍두깨살, 100g), 부추(30g), 양파(30g), 두릅(50g),
대파(20g), 마늘(20g), 저염간장(30g), 후춧가루(0.01g)"
두부 비빔호박쌈,일품,찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00622_1.png,"두부(150g), 쌀(100g), 강황쌀(100g), 당근(20g),
애호박(1/2개), 숙주(50g), 고사리(20g), 호박잎(5장),
파인애플(20g), 올리고당(20g), 고추장(20g), 저염간장(10g),
소금(0.3g)"
두부곤약파스타,일품,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00623_1.png,"곤약(50g), 두부(150g), 배(1/4개), 양파(30g), 파프리카(50g),
양배추(20g), 적양배추(20g), 토마토(50g), 저염간장(20g),
설탕(10g), 식초(10g)"
두유 라이크 파스타,일품,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00624_1.png,"스파게티(100g), 양파(30g), 베이컨(20g), 새송이버섯(1개),
브로콜리(50g), 홍고추(1개), 두유(200g), 견과류(20g),
치즈(1장), 올리브오일(10g)"
라따뚜이,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00625_1.png,"토마토(150g), 가지(1/2개), 애호박(1/2개), 홀토마토(50g),
양파(30g), 월계수잎(1장), 파슬리(5g)"
라이스페이퍼 야채롤,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00626_1.png,"새우(3마리), 양파(30g), 파프리카(50g), 베이컨(20g),
아스파라거스(2개), 라이스페이퍼(3장), 깻잎(5장), 땅콩(20g),
블루베리(20g)"
브로컬리 단호박스프와 완두콩퓨레,일품,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00627_1.png,"브로콜리(100g), 우유(200g), 단호박(1/2개), 고구마(1개),
완두콩(20g), 식빵(1쪽), 밀가루(20g), 버터(20g),
생크림(30g), 오렌지(1/6개)"
삼색샐러드와두부구이,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00628_1.png,"두부(150g), 홍피망(30g), 황파프리카(30g), 적채(30g),
양파(30g), 깻잎(2장), 흑임자(5g), 밀가루(10g), 매실액(20g),
저염간장(20g), 설탕(20g), 소금(0.1g)"
새송이등갈비,반찬,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00629_1.png,"돼지고기(등갈비, 200g), 새송이버섯(1개), 당근(30g),
대파(20g), 양파(30g), 저염간장(30g), 후춧가루(0.01g),
올리고당(20g), 마늘(20g)"
설렁탕쑥떡볶이,국&찌개,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00630_1.png,"돼지고기(뼈갈비, 200g), 쑥(20g), 찹쌀가루(200g), 당근(20g),
감자(50g), 숙주(20g), 청양고추(1개), 홍고추(1개), 소금(0.2g)"
소안심 야채 호박잎쌈,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00631_1.png,"호박잎(5장), 적채(20g), 파프리카(50g), 양파(30g), 오이(30g),
소고기(안심, 120g), 다시마(10g), 두부(50g), 고추장(30g),
설탕(10g), 식초(10g), 후춧가루(0.2g)"
양배추 고기말이,반찬,찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00632_1.png,"양배추(120g), 돼지고기(등심, 50g), 두부(50g), 시금치(30g),
달걀(1개), 마늘(10g), 소금(0.2g), 후춧가루(0.01g)"
양배추 쌈말이,반찬,찌기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00633_1.png,"양배추(120g), 돼지고기(100g), 깻잎(5장), 사과(1/2개),
파프리카(50g), 당근(20g), 다시마(10g), 마늘(10g),
저염간장(20g), 후춧가루(0.01g), 가쓰오부시(10g)"
연어샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00634_1.png,"연어(150g), 레몬(1/4개), 발사믹소스(50g), 어린잎(30g),
후춧가루(0.01g), 올리브오일(20g)"
오렌지 드레싱 타다키 부추샐러드,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00635_1.png,"오렌지(1/2개), 양파(30g), 소고기(등심, 120g), 레몬(1/4개),
부추(30g), 양배추(30g), 견과류(20g), 소금(0.2g),
후춧가루(0.01g)"
마감자전,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101939_1416273579568.jpg,"마감자전 : 감자 40g, 마 40g, 찹쌀가루 15g, 양파 5g, 현미유 5g 간장양념장 : 간장 3g, 파 2g, 식초 2g, 통깨 0.5g"
배추토란국,국&찌개,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101941_1416273581628.jpg,"토란 50g, 쇠고기 양지 15g, 배추 10g, 대파 2.5g 다진 마늘 1.25g, 고춧가루 1.7g, 된장 9g, 물 180g, 참기름 1g"
냉이수제비된장국,국&찌개,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101942_1416273582596.jpg,"우리밀가루 30g, 냉이 15g, 팽이버섯 5g, 된장 8g, 파 3g, 국멸치 3g, 홍고추 2g, 다진 마늘 2.5g, 건다시마 2g, 물 250g"
갈치고추장구이,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101943_1416273583596.jpg,"갈치구이 : 갈치 50g, 현미유 4g 고추장양념 : 고추장 5g, 양파 5g, 파 3g, 다진 마늘 2g, 간장 2g, 매실액 2g, 고춧가루 1g, 다진 생강 0.5g, 통깨 0.1g, 후춧가루 0.3g"
단호박푸딩,후식,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101945_1416273585547.jpg,"단호박 70g, 우유 80g, 달걀노른자 20g, 꿀 2.5g"
고등어된장구이,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101946_1416273586905.jpg,"고등어 50g, 콩기름 2g, 양파 껍질 2g, 양파 5g, 일식된장 미소 3g, 마요네즈 2g, 식초 0.3g, 맛술 3.75g, 생강즙 1.25g, 다시마 국물 3.75g"
새송이버섯말이밥,밥,굽기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101947_1416273587951.jpg,"쌀 90g, 새송이버섯 50g, 쇠고기우둔살 다진 것 20g, 피망 20g, 양파 20g, 당근 15g, 다진 마늘 3g, 참기름 2g, 간장 1g, 설탕 1g, 소금 0.7g, 검정깨 0.3g, 후춧가루 0.3g"
낙지브로콜리볶음,반찬,볶기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101951_1416273591573.jpg,"낙지 70g, 브로콜리 30g, 방울토마토 60g, 밀가루 5g, 양파 25g, 마늘 2g, 올리브유 3g, 소금 0.5g"
대추쇠고기죽,밥,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102009_1416273609636.jpg,"쌀 50g, 쇠고기우둔살 다진 것 20g, 대추(씨제거) 15g, 양파 10g, 청주 5g, 다진 마늘 2.5g, 잣 5g, 파 3g, 소금 1g, 후춧가루 0.1g, 물 500g"
주꾸미돌나물무침,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102010_1416273610854.jpg,"주꾸미 50g, 돌나물 15g, 오이 10g, 노랑파프리카 5g, 빨강파프리카 5g, 양파 5g 고추장 9g, 식초 6g, 매실액 5g, 다진 파 5g, 다진 마늘 2.5g, 통깨 1g, 고춧가루 1g"
사과소스폭찹,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102042_1416273642633.jpg,"돼지고기 등심 60g, 소금 0.5g, 후추 0.25g, 올리 브유 1.5g, 사과 50g, 양파 25g, 토마토 50g, 물 50g, 버터 1g, 올리브유 1.5g, 레몬즙 2.5g"
건도토리묵버섯들깨국,국&찌개,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102044_1416273644261.jpg,"건도토리묵 30g(불린것 50g), 표고버섯 5g, 느타리버섯 5g, 들깨가루 5g, 국멸치 3g, 건다시마 3g, 파 2g, 다진 마늘 2.5g, 국간장 1g, 소금 0.5g, 물 300g"
무대하무침,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102046_1416273646384.jpg,"무 40g, 새우(대하) 30g, 파 3g, 다진 마늘 3g, 고춧가루 2g, 간장 2g, 설탕 1g, 참기름 2g, 통깨 0.2g"
간편조기찜,반찬,찌기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102048_1416273648524.jpg,"조기 70g, 고사리 20g, 양파 10g, 홍고추 3g, 청고추 3g, 다진 마늘 2.5g, 다진 생강 1g, 국간장 2g, 참기름 1g, 통깨 0.3g, 물 100g"
표고버섯쇠고기찜,반찬,찌기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102049_1416273649461.jpg,"표고버섯 30g, 다진 쇠고기 등심 20g, 양파 3g, 대파 2.5g, 다진 마늘 1.25g, 간장 3g, 설탕 2g, 참기름 1g, 말린 청양고추 0.5g"
참나물돼지고기샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102050_1416273650645.jpg,"돼지고기사태 60g, 참나물 20g, 양파 15g, 파 5g, 통마늘 3g, 생강 2g, 후춧가루 0.5g 양파 10g, 간장 4g, 식초 4g, 설탕 3g, 마늘 3g, 고춧가루 1g, 올리브유 1g, 통깨 0.5g"
연근배추홍시샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102052_1416273652549.jpg,"연근배추샐러드 : 연근 20g, 배추 20g, 사과 20g, 배 20g, 땅콩 3g, 호두 3g, 현미유 5g, 물 100g 홍시드레싱 : 홍시 30g, 호상요구르트 30g, 3배 식초 0.5g, 소금 0.3g"
열무곤약국수,일품,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00370_1.png,"열무김치 100g, 실곤약 150g, 오이 25g, 레몬 20g
양파 60g, 계란 60g, 당근 20g, 통깨 3g"
장어구이,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00371_1.png,"장어 250g, 우유 100g
뿌리채소조림 : 우엉 60g, 더덕 60g, 생강 20g, 맛간장 15g, 생강청 15g
올리고당 15g, 발사믹식초 30g
곁들이김치 : 명이김치 25g, 백김치 25g"
안심스테이크,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00372_1.png,"안심 160g, 아스파라거스 60g, 당근 25g, 감자 60g, 호두 40g
소스 : 망고 150g, 블루베리잼 30g, 다진마늘 15g, 버터 15g, 포도주 15g
올리고당 15g, 흰후추 1g, 볶은소금 1g"
로제파스타,일품,볶기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00373_1.png,"토마토홀 50g, 토마토 100g, 다진양파 30g, 다진마늘 15g
푸실리 50g, 치즈가루 25g, 파슬리가루 1g, 함초소금2g, 마늘오일 15g
곁들이야채 : 양파 25g, 가지 25g, 파프리카 20g, 애호박 20g"
가지라따뚜이,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00374_1.png,"가지 1/2개(180g)
피망 100g, 파프리카 100g, 양파 100g, 토마토페이스트 200g, 애호박 200g
치즈가루 10g, 바질잎 1g"
쪽갈비구이,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00375_1.png,"쪽갈비 400g, 올리브오일 30g, 통후추 1g, 건 로즈마리 1g, 와인 15g
곁들이채소 : 방울토마토 45g, 양파 60g, 레몬껍질 10g
소스 : 마요네즈 30g, 식초 15g, 홀그레인 머스터즈 10g, 설탕 5g, 다진마늘 5g, 백후추 1g"
베이컨밀푀유,국&찌개,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00376_1.png,"알배추 8장(200g), 깻잎 12장(20g), 베이컨 80g
무 100g, 숙주 120g, 청경재 80g, 백일송이 25g
국물 : 채소국물 8컵(표고버섯, 다시마, 무, 마늘, 대파뿌리, 양파), 맛간장 15g
소스 : 멸치간장 15g, 와사비 10g, 레몬즙 15g
소스 : 칠리소스 30g, 올리고당 15g, 레몬즙 15g"
실곤약냉파스타,일품,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00377_1.png,"실곤약 150g, 칵테일새우 100g, 브로콜리 100g, 바질 5g, 레몬즙 15g
소스 : 잣 바질페이소스 15g, 마늘오일 15g , 드라이토마토 10g"
명란프리타타,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00378_1.png,"명란젓 50g, 생크림 20g, 달걀 4개(240g), 흰추후 1g, 시금치 50g
방울토마토 6개(100g), 올리브유 15g"
양송이구이,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00379_1.png,"양송이 100g, 로즈마리 1g
소 : 다진 돼기고기 100g, 청양고추 30g, 후추 1g, 다진마늘 5g, 달걀 60g, 밀가루 5g
소스 : 홀스레디쉬 30g, 레몬즙 15g, 후추 1g"
함초김치,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00380_1.png,"함초 25g, 알배추 50g, 양파 50g, 무 100g, 간편 어간장 15g
국물 : 오렌지주스 50g, 유자청 30g, 식초 15g, 설탕 15g, 야채국물 800g"
연어스테이크,일품,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00381_1.png,"연어 150g, 건조다시마 사방 10cm 1장, 잎녹차 5g, 브로콜리 15g, 호두10g
귀리 20g, 쌀 20g, 미소된장 5g, 흰후추 1g, 화이트와인 15g,, 생크림 50g
수제조미료 10g, 닭육수 150g, 버터 5g"
웰빙꼬치,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00382_1.png,"닭가슴살 150g, 자숙새우 100g, 소라살 100g, 방울토마토 80g
단호박 100g, 대파 50g, 2가지색 파프리카 100g
양파 100g, 흰 후추 2g, 레드와인 30g, 다진 마늘 15g, 올리브오일 30g, 통후추 3g
소스 : 발사믹 식초 100g, 설탕 30g, 버터 30g"
매운닭날개구이,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00383_1.png,"닭날개 100g, 감자 80g, 방울토마토 100g, 브로콜리 30g
마늘 15g, 양파 50g, 버터 15g, 후추 1g, 황설탕 5g
고춧가루 5g, 레드와인 30g, 멕시코고추 1g"
웰빙카레죽,반찬,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00384_1.png,"카레가루 45g, 귀리밥 200g, 닭가슴살 150g, 애호박 25g
감자 60g, 양파 60g, 방울토마토 100g
마늘 100g, 버터 15g, 칵테일새우 30g"
귤백설기,후식,찌기,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102000_1416273600691.jpg,"쌀 50g,(불린쌀 70g), 백설탕 10g, 소금 0.6g, 물 10g 귤 100g(귤껍질 20g, 과육 80g), 황설탕 5g, 잣 2g, 땅콩 2g, 호두 2g"
닭가슴살 두부선,반찬,찌기,http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408102918_1554686958253.jpg,"닭고기(가슴살) 50g, 두부 120g, 비트 10g, 시금치 10g, 베이비채소 1g, 마늘 2g, 참기름 1.5g, 흑임자 3g, 플레인요거트 15g, 식초 0.5g, 설탕 1g, 소금 0.2g"
단호박 마전,반찬,굽기,http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408103441_1554687281925.jpg,"단호박 70g, 마 20g, 밀가루 5g, 찹쌀가루 5g, 건대추 1g, 소금 0.3g"
완두콩과 당근을 넣은 감자요거트 샐러드,기타,기타,http://www.foodsafetykorea.go.kr/uploadimg/20190410/20190410011159_1554869519111.jpg,"완두콩 10g, 당근 10g, 감자 50g, 플레인요거트 20g"
무오색쌈,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/20200317/20200317113151_1584412311048.jpg,"쌈무 10.5g, 쇠고기 4.5g, 달걀 2.4g, 당근 3.3g, 표고버섯 3.2g, 오이 7.8g, 연겨자 0.28g, 진간장 0.05g, 식초 0.57g, 참기름 0.14g, 깐마늘 0.3g, 설탕 0.1g, 통깨 0.01g, 소금 0.05g"
흑마늘견과류조림,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/20200317/20200317113539_1584412539109.jpg,"통마늘 10g, 마카다미아 5g, 호두 5g, 아몬드 5g, 캐슈넛 2g, 땅콩 2g, 대두유 5g, 흑마늘진액 5g, 간장 2g, 물엿 2g , 깨 2g"
브로콜리견과류복음,반찬,볶기,http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408104049_1554687649435.jpg,"브로콜리 70g, 아몬드슬라이스 5g, 캐슈넛 10g, 무염버터 10g, 소금 0.3g"
유린기,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/20190410/20190410013205_1554870725183.jpg,"닭고기(다리살) 110g, 양상추 25g, 그린치커리 5g, 라디치오 5g, 홍고추 5g, 청양고추 5g, 대파 5g, 무순 3g, 식초 5g, 간장 5g, 옥수수전분 5g, 레몬 2g, 설탕 1.5g, 마늘 1g, 생강 1g"
무말랭이김치,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408105720_1554688640643.jpg,"무말랭이 10g, 식초 30g, 설탕 25g, 레몬 8g, 당근 5g, 오이 5g, 피클링스파이스 5g, 물 100g"
고울슬로샐러드,반찬,기타,http://www.foodsafetykorea.go.kr/uploadimg/20190410/20190410013728_1554871048829.jpg,"양배추 30g, 양파 10g, 마요네즈 10g, 적파프리카 3g, 청피망 3g, 설탕 1g, 식초 0.5g"
마들깨미역국,국&찌개,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309011407_1583727247275.jpg,"건미역 4g, 마 40g, 깐들깨가루 17g, 건다시마 1g, 참기름 2.5g, 마늘 2.5g, 물 300ml"
바지락맑은국,국&찌개,끓이기,http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309014033_1583728833781.jpg,"바지락 18.5g, 무 20.4g, 깐실파 2.8g, 홍고추 0.25g, 깐마늘 0.6g, 국멸치 1.4g, 건다시마 0.7g, 건표고 0.28g, 국간장 0.4g, 물 300ml"
